,Review,Ratings,class
336,"stop,lunch,hour,break,2,colleagu,cadenc,reliabl,resto,good,food,I,year,two,us,order,tradit,breakfast,egg,potato,sausag,one,us,burger,the,sausag,littl,sweet,bore,potato,realli,brown,lack,crispi,I,expect,overal,food,good,Id,like,see,kick,except,meat,crispi,spud,It,warm,day,hot,insid,resto,they,could,fan,move,air,around,the,resto,vintag,coffe,hous,feel,also,feel,bit,grubbi,worn,the,staff,counter,terribl,interest,anyth,convers,I,hate,I,feel,like,Im,put,Im,place,order,food,servic,atmospher",Negative,1
337,"I,use,love,hidden,breakfast,joint,the,place,great,commun,vibe,they,great,coffe,bake,good,amaz,I,often,get,the,breakaway,seat,hard,find,peak,time,local,know,best,better,go,earli,they,picnic,tabl,back,nice,eat,sunni,day,A,simpl,fuss,diner,friendli,staff,good,food,I,alway,love,go,cadenc,updat,last,two,visit,pleasant,food,go,downhil,late,unsur,new,chef,disappoint",Negative,1
338,"havent,awhil,certainli,wont,go,back,the,food,wasnt,bad,price,shock,9,bowl,soup,bun,serious,I,stun,food,deliv,tabl,I,would,say,got,cup,half,soup,My,friend,sandwich,14,At,least,didnt,leav,hungri,like,I,left,feel,complet,rip,sorri,cadenc,I,done",Negative,1
339,"I,enjoy,experi,morn,I,tradit,breakfast,sausag,poach,egg,hashbrown,rye,toast,everyth,fresh,properli,prepar,the,coffe,good,better,denni,ricki,humpti,the,decor,50,diner,style,vibrant,art,wall,music,loud,the,place,busi,pack,I,eat",Positive,0
340,"I,like,diner,theyr,far,calgari,nowaday,thi,place,set,cafeteria,style,order,egg,benni,pay,grab,number,hope,find,tabl,I,dont,think,there,ever,time,busi,and,there,reason,shouldnt,food,decent,hashbrown,could,crisp,servic,effici,clean",Positive,0
341,"We,driven,often,alway,crowd,the,street,appeal,good,howev,decid,mani,peopl,insid,someth,go,there,the,breakfast,huevo,ranchero,amaz,the,coffe,excel,final,place,know,make,coffe,carrot,cake,delish,much,weve,sever,time,alway,cozi,funki,place,go,eat,what,great,find,bow",Positive,0
342,"qualiti,coffe,incred,food,classic,diner,feel,cadenc,dine,authent,part,bow,commun,it,littl,thing,littl,thing,like,read,vinyl,checker,floor",Positive,0
343,"cadenc,move,good,pace,servic,friendli,quick,they,daili,special,ill,come,back,check,time,I,stuck,classic,breakfast,standard,fare,egg,bit,undercook,Id,order,one,hard,level,next,time,insid,dine,area,spaciou,breakfast,place,background,music,isnt,overwhelm,convers,the,tabl,9,reason,turnov,enough,counter,seat,group,two,solo,mani,peopl,order,breakfast,go,didnt,wait,long,could,way,coffe,good,even,standard,cup,joe,great,If,live,bow,Id,come,back,overal,I,would,recommend,decent,standard,breakfast,place,come,back,next,time,Im,area",Positive,0
344,"We,live,bow,year,honestli,drove,place,mani,time,littl,know,today,treasur,the,staff,friendli,atmospher,reminisc,nativ,vancouv,earlier,year,We,order,huevo,ranchero,amaz,sorri,forgot,take,photo,busi,take,My,partner,mexican,although,huevo,ranchero,made,mexico,also,said,fabul,unlik,anoth,review,report,cold,dri,hot,fresh,absolut,delici,We,love,coffe,rare,us,say,coffe,good,It,all,new,haunt,late,breakfast,brunch,cant,wait,tri,burger,fare,By,way,arriv,1145,super,busi,still,everyth,arriv,quickli,We,go,back,sure",Positive,0
345,"good,coffe,breakfast,horribl,avoid,huevo,ranchero,refrito,dri,stale,tortilla,egg,cold,time,serv,I,still,pop,coffe,cooki,time,time,wont,hot,food,bleh",Negative,1
346,"the,husband,I,tri,cadenc,coffe,saturday,morn,drop,car,crystal,glass,across,street,We,order,tradit,breakfast,egg,toast,ham,the,coffe,decent,I,alway,love,place,serv,mighti,leaf,tea,cadenc,like,vendom,place,requir,order,counter,find,tabl,staff,bring,order,It,get,realli,busi,could,bare,find,free,tabl,sinc,seem,like,peopl,went,meet,friend,famili,chat,long,time,breakfast,cup,coffe,I,see,cadenc,neighborhood,gem,good,place,tri,your,ever,area",Positive,0
347,"coffe,could,better,I,european,prefer,regard,tend,find,canadian,coffe,weak,food,excel,reason,price",Positive,0
348,"great,café,bow,coffe,breakfast,bagl,go,servic,littl,slow,time,end,result,worth,wait,tri,cadenc,retro,décor,atmospher,especi,fact,rememb,name,regular,great,like,eat,mom,kitchen",Positive,0
349,"I,quit,like,littl,cafe,breakfastw,went,10am,sunday,busi,busi,wait,long,the,cafe,almost,look,50,decor,cool,apon,enter,cafe,order,breakfast,coffe,ect,till,given,number,go,find,tabl,want,deliv,food,drink,pick,counter,the,food,fairli,good,well,complaint,I,order,benni,ask,egg,poach,hard,came,way,bonu,alot,time,place,dont,I,order,the,downsid,nobodi,ever,came,us,get,food,check,us,Im,sure,someth,dont,busi,either,way,decent,experi",Negative,1
350,"love,place,consist,good,food,fantast,coffe,veri,good,valu,well,love,meet,peopl,breakfast,coffe,saturday,especi,busi,though,prepar,wait",Positive,0
351,"I,breakfast,time,have,thoroughli,enjoy,everyth,I,tri,onc,order,yogurt,granola,fruit,It,came,beauti,fresh,fruit,couldnt,ask,better,the,coffe,excel",Positive,0
352,"the,peopl,cadenc,welcom,us,cheer,disposit,great,espresso,drink,the,breakfast,particularli,good,especi,breakfast,club",Positive,0
353,"ive,time,Im,torn,one,It,great,atmospher,menu,lot,thing,I,enjoy,food,alway,good,but,there,alway,thing,leav,want,littl,bit,mani,sandwich,come,underseason,undercook,hashbrown,and,today,toast,club,sandwich,came,cold,way,crunchi,It,basic,shred,roof,mouth,piec,I,felt,like,eat,grenad,razor,blade,but,ingredi,fresh,sandwich,well,construct,I,still,enjoy,it,close,great,place,I,think,employe,need,care,littl,kind,act,like,theyr,cool,theyll,home,run",Positive,0
354,"everi,time,I,go,I,remind,much,I,shouldnt,go,the,owner,doesnt,seem,care,custom,today,lunch,play,thrash,I,suggest,crowd,40,er,might,appreci,differ,choic,they,said,support,cjsw,wouldnt,chang,food,averag,everyth,overpr,skip,place,go,somewher,els",Negative,1
355,"onli,breakfastbrunch,great,I,omelet,friend,tradit,type,breakfasteggstoastbacon,etc,look,tast,great,the,coffe,good,kind,enough,give,go,cup,enjoy,I,leav,price,averag,portion,well,the,place,busi,sunday,morn,worth,wait,will,go,also,tri,go,lunch,A,great,place,bow",Positive,0
356,"I,love,cadenc,A,long,time,resid,bow,I,long,real,coffe,shop,one,would,make,someth,bit,invent,drip,coffe,read,latt,espresso,etc,sinc,I,high,school,then,along,came,cadenc,I,dont,stop,nearli,often,Id,like,I,alway,fantast,the,coffe,brew,espressobas,rich,delici,food,scrumptiou,pie,huge,staff,friendli,provid,quick,servic,even,morn,rush,altogeth,locat,atmospher,decor,servic,fooddrink,overal,vibe,add,someth,neighbourhood,I,love,If,find,downtown,bow,sunni,afternoon,even,drizzli,one,sure,stop",Positive,0
357,"great,littl,cafedin,bow,decor,retro,whole,cafe,spaciou,servic,bit,weak,food,excel,I,tandoori,lamb,burger,yum,serious,tasti,My,side,salad,avocado,sunflow,seed,almond,doubl,yum,I,hardli,ever,ventur,bow,I,may,often,cadenc",Positive,0
358,"I,wish,I,live,bow,I,could,come,often,the,space,bright,funki,like,burst,sunshin,while,reminisc,diner,coffe,mile,qualiti,I,normal,find,diner,It,first,foremost,coffe,shop,there,fresh,bake,good,made,everi,morn,oven,want,someth,substanti,plenti,option,I,breakfast,bagel,ask,prefer,bagel,chees,top,there,standard,toast,bagel,giant,kind,normal,size,tomato,chees,etc,addit,alfalfa,sprout,kept,fresh,light,overal,If,flexibl,locat,coffeebreakfast,meet,make,effort,meet,someon,theyll,full,stomach,great,mood,match",Positive,0
359,"cadenc,cafe,march,beat,thi,littl,fixtur,bow,best,describ,coffe,shop,distinct,diner,flare,from,red,wall,metal,accent,checker,floor,retro,diner,stool,counter,cadenc,funki,littl,joint,come,breakfast,lunch,coffe,I,walk,saturday,morn,place,hop,I,didnt,wait,long,place,order,counter,americano,date,squar,go,while,wait,I,chanc,perus,menu,chalkboard,observ,mani,happi,nosher,clearli,pleas,order,My,americano,serious,one,best,ive,calgari,date,squar,right,accompani,Im,definit,go,revisit,cool,neighbourhood,hangout,meal,next,time,thi,place,cool,bean,man",Positive,0
360,"way,overpr,delici,2685,omlett,eggwitch,one,coffe,the,breakfast,menu,isnt,realli,anyth,uniqu,variou,type,egg,eggwich,meat,veg,option,the,egg,good,good,farm,fresh,bread,fresh,proport,cost,inspir,menu,place,aint,much,consid,place,cost,doubl,breakfast,cheap,diner,toronto,queen,west,real,estat,doubl,yet,slightli,better,Im,go,give,place,2,star,servic,pretti,weak,it,self,servic,yet,tip,jar,cashier,debit,machin,ask,payer,would,like,tip,I,realli,dislik,sens,entitl,they,arent,rude,I,dont,demand,bubbl,idiot,short,skirt,ask,day,go,despit,staffer,hang,behind,bar,sit,never,said,obligatori,custom,servic,remark,thank,may,bring,anyth,may,refil,coffe,meal,I,even,ask,one,tobasco,point,condiment,tabl,end,thi,place,potenti,give,someth,uniqu,keep,simpl,lowest,common,denomin,Im,worri,citi,turn,vancouv",Negative,1
361,"cadenc,probabl,best,coffe,shop,bow,it,right,bow,road,cant,miss,your,area,it,perfect,littl,dinercaf,stop,java,sandwich,It,may,littl,pricey,coffe,shop,I,think,total,worth,it,interest,place,sit,around,coupl,hour,read,book,chat,local,It,almost,seem,like,cadenc,bit,place,bow,work,perfectli,I,find,odd,howev,open,4pm,weeknight,3pm,sunday,It,would,seem,like,could,make,much,better,busi,would,stay,open,littl,longer,I,realli,enjoy,cadenc,cute,cafe,diner,If,ever,Im,dire,need,coffe,bow,area,cadenc,I,go",Positive,0
362,"veri,fast,servic,much,atmospher,that,ok,mostli,take,place,order,pad,kee,mao,delici,It,littl,differ,I,use,flavor,definit",Positive,0
363,"No,sweet,n,sour,chicken,also,veg,fri,rice,curri,water,flavor,carrot,lot,potato,lil,chicken,plu,salad,tast,like,need,wash,spring,roll,highlight,isnt,say,thing,overal,bad,experi,tri,pay,No,card,cash,atm,almost,left,wish,never",Negative,1
364,"I,look,dinner,deliveri,food,one,night,I,found,place,menu,eat24,I,seen,place,drive,home,work,I,check,rate,yelp,saw,I,thought,bold,claim,decid,I,would,give,shot,I,blown,away,delici,food,legitim,spici,food,ton,flavor,If,your,area,hit",Positive,0
365,"So,everyon,know,place,recent,underw,signific,chang,No,650,day,menu,most,review,refer,old,setup,menu,restaur,the,former,owner,king,I,maryland,help,owner,place,new,menu,ident,king,I,includ,dish,price,even,font,So,your,look,pay,around,10,entre,dinner,time,they,lunch,menu,entre,fri,rice,spring,roll,650750,depend,meat,like,king,I,food,delici,good,portion,lot,flavor,the,insid,place,teeni,tini,tabl,great,option,takeout,deliveri,deliveri,fee,2,overal,like,king,I,youll,like,place,it,good,food,pretti,decent,price,best,option,area",Positive,0
366,"Oh,good,I,chx,satay,w,peanut,sauc,everi,bite,delici,My,dad,share,chx,chow,mein,satisfi,left,the,waiter,nice,polit,the,bathroom,spotless,go,back,soon",Positive,0
367,"awesom,eateri,feel,like,home,authent,thai,cook,humbl,custom,servic,it,hidden,joint,none,less,serv,qualiti,food,No,msg,ha,vintag,appeal,make,perfect,quick,lunch,spot,last,minut,dinner,meal,An,absolut,must,tri,local,passerby",Positive,0
368,"I,love,place,small,quaint,let,forget,mention,amaz,food,islow,price,incred,foodmust,must,must,check",Positive,0
369,"My,food,warm,tast,good,I,heat,way,expens,qualiti,are,abl,put,emoji,yelp,If,Id,like,insert,trashcan,emoji",Negative,1
370,"way,expens,plu,wood,fire,pizza,oven,broken,serv,slice,pizza,instead,person,pizza,the,employe,state,farm,deserv,better,expens,crap,serv,eurest,not,compani,anyon,want,cook,they,slow,expens,plain,dont,give,crap,peopl,cook,eat,food,not,mention,probabl,worst,hour,imagin,A,lot,employe,work,AT,least,7pm,sure,miss,lot,money,I,hope,everyon,stop,eat,make,chang,game,plan,close",Negative,1
371,"recent,chang,led,remov,daili,option,protein,56,oz,roast,chicken,turkey,plu,two,delici,side,ie,qinuoa,asperagu,sweet,potato,799,I,use,eat,daili,option,remov,noth,compar,qualiti,healthi,ive,come,time,noth,interest,select,mostli,fri,food,complex,carb,today,I,decid,give,anoth,tri,purchas,asian,bowl,799,It,came,scoop,white,rice,2oz,chicken,small,amount,fresh,veggi,A,pretti,small,portion,price,I,gave,feedback,person,staff,shrug,Im,hope,owner,see,consid,feedback,I,would,love,frequent,place,sinc,conveni,locat",Negative,1
372,"they,rais,alreadi,high,price,today,I,got,3,chicken,strip,would,equival,fri,spent,10,dollar,the,3,chicken,strip,6,dollar,fri,350,they,need,lower,price,go,give,littl,amount,food,sever,employe,complain,price,I,spoke,also,blame,expens,rent,pay,say,food,expens,I,go,anymor,recommend,anyon,go,either,the,food,worth,price,plenti,place,near",Negative,1
373,"open,public,hidden,gem,temp,the,view,lake,beauti,afford,wide,varieti,food,satisfi,delici,easi,free,park,avail,garag,street,front,dont,expect,gourmet,fare,go,solid,comfort,food,great,view,good,price,win,combo,book",Positive,0
374,"the,reason,eat,choic,employe,indiffer,sens,urgenc,they,acknowledg,forc,glaringli,appar,valu,custom,time,the,place,clean,food,fair,noth,cross,street,view,nice",Negative,1
375,"thi,place,plain,nasti,overpr,It,basic,cafeteria,state,farm,offic,marina,height,technic,think,public,could,go,dont",Negative,1
376,"Im,tea,lover,thank,sweet,littl,coffe,shop,I,say,I,chang,mind,ever,like,first,impress,place,cozi,well,decor,warm,they,offer,coffe,tea,sandwich,desert,In,beg,I,confus,tutti,frutti,tea,persian,tea,final,I,opt,last,one,mix,persian,rose,orang,blossom,lemon,honey,perfect,Im,happi,friend,mine,invit,discov,place,ill,definitley,return,anoth,cup,tea,sure,ill,recommand,friend",Positive,0
377,"great,rustic,cozi,kind,bohemian,vibe,perfect,your,look,small,familiar,place,studi,get,peac,not,loud,complet,quiet,small,space,comfort,space,make,easili,the,food,great,mention,differ,pleasant,drink,offer,noth,like,café,youv,seen,they,offer,water,syrup,base,beverag,coupl,saffron,syrup,hibiscu,syrup,rose,well,super,refresh,tasti,most,importantli,ambianc,super,uniqu,homey,feel,cozi,couch,comfort,seat,If,I,could,describ,set,understand,way,Id,say,sort,bohemian,natur,earthi,feel,earthi,scent,though,dont,worri,lol,also,extrem,student,friendli,mani,book,display,shelv,around,café,there,also,free,wifi,regular,coffe,option,cours,offer,well,less,dare,tradit,persian,drink,again,offer,good,sandwich,pastri,well,ethnic,differ,dessert,would,expect,café,greatli,appreci,great,long,day,school,museum,fine,art,short,walk,away,simpli,big,day,walk,around,citi,would,definit,recommend,I,come,everi,time,I,come,downtown",Positive,0
378,"thi,persian,cafe,delight,visit,get,work,done,requir,with,gentl,music,good,food,fantast,tea,cafe,aunja,left,littl,desir,the,ambianc,great,food,prici,consid,veget,sandwich,mediocr,howev,factor,account,free,quick,wifi,I,recommend,visit,tea,coffe",Positive,0
379,"cafe,like,one,mani,reason,I,miss,montreal,much,thi,place,manag,hit,perfect,checklist,thing,I,want,coffe,shop,ill,run,A,good,work,environ,despit,fairli,small,place,lot,seat,fulli,econom,wast,space,still,doesnt,feel,like,everybodi,elbow,elbow,there,also,wifi,B,solid,tea,coffe,option,the,tea,latt,favorit,mine,get,shock,amount,beverag,littl,teapot,but,noncaffein,option,good,water,flavor,lemon,varieti,spice,surprisingli,good,wake,without,leav,jitteri,C,the,orient,theme,persian,come,across,decor,it,overli,styliz,doesnt,feel,steril,like,mani,cafe,D,the,bake,good,serious,point,I,rosewat,saffron,cake,perfectli,balanc,term,flavor,noth,overwhelm,risk,smother,flavor,difficult,combin,pull,E,have,sandwich,avail,purchas,much,I,love,bake,good,coffe,eventu,human,bodi,need,someth,substanti,function,and,sandwich,arent,like,bland,crap,find,mani,place,actual,wellmad,appropri,level,condiment,even,bread,good,mayb,ill,move,back",Positive,0
380,"thi,I,discov,favourit,coffe,shop,montreal,thi,place,locat,sherbrook,street,noth,like,crazi,hustl,downtown,I,realli,like,ambianc,decor,quiet,the,tea,latt,orang,coconut,cake,I,order,also,wonder",Positive,0
381,"I,live,cafe,aunja,basic,I,go,place,year,I,love,chai,freshli,back,cafe,aunja,veri,nice,warm,environ,tradit,classic,design,make,feel,relax,enjoy",Positive,0
382,"got,horribl,food,poison,half,chees,sandwich,salad,trio,share,tea,one,els,got,sick,had,eaten,posit,aunja,shame,neat,place,I,want,support,local,busi",Negative,1
383,"love,I,pud,atmospher,great,servic,awesom,there,great,select,tea",Positive,0
384,"cafe,aunja,one,beauti,cafe,montreal,know,shortag,cafe,montreal,there,plant,hang,light,commun,tabl,comfi,chair,art,work,display,antiqu,look,chair,tabl,bookshelv,persian,potteri,tile,expos,brick,even,dish,cute,ive,come,work,studi,despit,popular,spot,pretti,quiet,cozi,their,price,slightli,higher,averag,independ,cafe,montreal,honestli,margin,they,ton,differ,type,tea,definit,check,your,tea,snob,I,realli,like,tea,latt,good,servic,cafe,aunja,also,host,mani,event,set,hafseen,march,persian,new,year,If,your,visit,montreal,stay,downtown,visit,montreal,fine,art,museum,muse,de,beaux,art,I,definit,recommend,check,cafe,aunja,it,also,good,place,studi",Positive,0
385,"nice,littl,cafe,order,latt,good,half,avocado,sandwich,pretti,healthi,littl,bland,A,sprinkl,salt,would,help,want,order,soup,dont,start,serv,12",Positive,0
386,"thi,place,chill,comfi,vibe,local,cafe,still,nail,decor,globe,light,paint,antiqu,wooden,furnitur,It,feel,relax,especi,special,tea,mason,jar,although,littl,overpr,noth,differ,overpr,cafe,drink,uniqu,I,say,worth,I,love,london,fog,serv,dri,lavend,top,add,nice,touch",Positive,0
387,"the,place,feel,special,the,wooden,tabl,brick,wall,jazz,music,play,background,book,shelv,sweet,smell,fairi,light,ad,factori,vibe,cosi,place,staff,welcom,easi,get,work,done,their,limonad,delici",Positive,0
388,"veri,nice,place,afternoon,tea,coffe,pickup,visit,museum,It,beauti,decor,nice,vibe,the,menu,good,teascoffe,also,good,A,bit,pricey,worth",Positive,0
389,"If,your,big,tea,fan,youd,love,one,especi,your,concordia,student,liter,road,HB,the,price,super,cheap,well,worth,price,the,first,time,I,I,got,sit,window,seat,realli,cute,plant,next,beauti,cup,tea,It,nice,and,servic,realli,great,cashier,kindli,explain,menu,recommend,accord,I,want,day,it,probabl,great,place,bring,date,want,cutesi,I,know,Id,swoon,brought,especi,get,window,seat",Positive,0
390,"had,nice,tea,latt,friend,I,love,drink,came,individu,teapot,I,thought,tea,littl,bland,pricey,still,great,place,escap,cold,hour",Negative,1
391,"downtown,gem,tuck,away,simplic,charm,wholesom,menu,I,warm,fresh,brie,baguett,sandwich,light,lentil,soup,flavour,fresh,herb,lemonad,pretti,fresh,mint,cozi,fresh,peac,A,welcom,chang,bustl,downtown,vibe,As,someon,els,mention,ambienc,nice,pair,visit,musé,de,beaux,art",Positive,0
392,"love,café,close,concordia,museum,fine,art,artsi,decor,cute,menu,price,bit,high,worth,blend,tea,realli,origin,colour,I,like,persian,colour,one,much",Positive,0
393,"We,came,tour,museum,fine,art,block,away,great,servic,tasti,food,cute,ambianc,their,sandwich,delici,summer,tea,drink,uniqu,refresh,the,waiter,even,gave,us,smaller,drink,tri,hous,A,littl,prici,side,well,worth,check,your,area",Positive,0
394,"cute,cosi,studiou,quiet,ambianc,tuesday,even,tri,big,pot,tea,creat,tea,blend,get,free,biscotti,great,qualiti,full,leav,herbal,tea,avail,persian,rose,flower,verbena,mountain,tea,lilli,magnolia,peach,flowerwehewww,head,spin,delici,homemad,cake,will,back,play,chess,that,need,know",Positive,0
395,"In,concret,jungl,downtown,place,top,love,vibe,pretti,decor,fanci,persian,tea,love",Positive,0
396,"love,atmospher,basic,good,food,like,sandwich,salad,A,good,varieti,tea,coffe,I,bit,disappoint,mint,lemonad,I,expect,blend,togeth,lemonad,mint,leav,good,I,expect",Positive,0
397,"lot,tea,select,love,decor,well,one,favorit,studi,spot,good,wifi,password,gingertea,outlet,avail,savouri,food,sandwich,soup,great,pastri,well,also,great,spot,catch,friend",Positive,0
398,"A,beauti,decor,iranian,tea,place,downtown,montreal,near,concordia,campu,decor,the,high,point,place,beauti,invit,decor,warm,string,light,wooden,floor,chalkboard,menu,vintag,furnitur,bookshelv,drink,food,ive,tri,special,tea,drink,ginger,thyme,mint,tea,they,come,mason,jar,tasti,hour,open,til,10,pm,yay,workfriendli,there,plug,laptop,wifi,good,the,chair,mostli,wooden,dure,day,atmospher,quiet,workfriendli,there,sometim,event,night,staff,servic,ive,mix,experi,staff,one,time,servic,super,slow,forgot,bring,order,but,time,prompt,again,one,time,cashier,pretti,unfriendli,time,staff,chatti,friendli,the,owner,friendli,involv,commun,like,host,event,ex,read,nuit,blanch,activ,you,order,counter,pay,end,leav",Positive,0
399,"relax,tea,time,hour,look,outsid,know,right,cafe,tri,blend,tea,share,23per,750,delici,fresh,cake,cute,cup,comfort,sofa,relax,fashion,atmospher,lot,tabl,artist,websit,total,felt,love,iranian,style,tea,servic,choos,pot,mix,favourit,herb,dri,flower,fruit,tea,stuff,neatli,beauti,present,glass,jar,feel,like,wanna,tri,definit,come,back,coffe,next,time",Positive,0
400,"I,fan,café,realli,heartwarm,the,place,nice,decor,enjoy,atmospher,you,find,book,lot,tea,box,chess,sure,game,couch,old,keyboard,also,close,concordia,I,3,time,I,must,say,heart,like,place,better,wallet,inde,latt,homemad,lemonad,actual,good,although,I,usual,huge,fan,lemon,thing,the,tea,I,tast,ok,could,better,I,receiv,good,advic,waiter,look,like,passion,still,I,tri,go,often,price,cheapest,well,I,guess,also,pay,atmospher,cute,littl,tea,set,serv",Positive,0
401,"just,worst,pasta,ever,life,hereworst,present,knew,tast,wont,good,alreadyi,say,interior,design,nice,vibe,pretti,good,weekend,chill,but,food,price,the,tasteless,pasta,lemonad,cost,14,I,attach,pictur",Negative,1
402,"I,visit,montreal,friend,took,cafe,aunja,tea,what,charm,littl,place,it,definit,uniqu,way,If,like,tea,coffe,enjoy,comfort,environ,read,book,work,place",Positive,0
403,"the,place,awesom,I,love,place,montreal,I,feel,comfort,relax,whenev,I,cafe,aunja,the,owner,friendli,enter,place,smile,servic,behav,one,best,friend,place,they,creativ,choic,mix,match,mix,kind,tea,addit,choic,I,love,seat,hour,hour,read,book,talk,friend,cozi,environ,I,love,place,first,choic,whenev,I,want,feel,home,go,home",Positive,0
404,"I,come,An,awesom,place,spend,coupl,hour,you,find,varieti,tabl,chair,around,quiet,place,gener,except,weekend,event,go,you,even,throw,birthday,they,nice,collect,tea,select,mix,match,like,and,call,mix,match,shelf,the,environ,quit,cosi,nice,you,find,wall,full,pictur,mostli,head,shot,anonym,peopl,hame,one,owner,place,profession,photograph,well,their,coffe,nice,delici,sweet,newli,awesom,croissant,they,even,warm,food,like,panini,soup,I,tri,mushroom,soup,It,serv,bread,ye,they,pour,soup,bread,serv,It,realli,great,you,tast,mushroom,It,realli,delici",Positive,0
405,"aw,place,aw,servic,rude,host,bad,servic,aggress,unprofession,staff,the,staff,untrain,idea,run,busi,the,staff,aggress,dont,welcom,costum,take,order,give,attitud,costum,their,servic,bad,take,45,min,1,h,order,taken,anoth,hour,receiv,order,wrong,they,host,privat,event,public,open,make,costum,uncomfort,the,food,qualiti,low,said,heavili,compet,servic,level,I,strongli,recommend,place,want,good,food,good,servic,fun,peopl,total",Negative,1
406,"fresh,green,salad,perfectli,dress,balsam,love,chicken,soup,cold,winter,day,follow,veal,medallion,greatl",Positive,0
407,"the,food,qualiti,doesnt,match,place,I,think,ok,pub,place,suppos,nice,place,profession,lunch,I,chicken,flatbread,chicken,like,subway,chicken,with,mani,option,around,area,I,wont,pick,place,lunch",Negative,1
408,"fairli,averag,italian,food,meatbal,too,mani,good,italian,place,pittsburgh,choos,interior,could,use,updat,beer,select,averag,noth,special,happen,special,drink",Negative,1
409,"I,went,interview,highmark,I,satisfi,nice,atmospher,may,littl,pricey,day,day,lunch,would,nice,treat,everi,My,salad,I,expect,fresh,leafi,green,good,hous,dress,My,meal,enjoy,I,got,spici,beef,dish,came,potato,dessert,good,overal,bad,place,I,would,go,back",Positive,0
410,"Im,sure,place,isnt,get,better,review,ive,twice,last,coupl,month,includ,yesterday,happi,time,ive,gone,caff,amant,locat,second,floor,food,court,level,fifth,avenu,place,home,highmark,blue,cross,blue,shield,amongst,mediocr,chain,food,that,serv,floor,stand,basic,onlyor,one,sit,place,avail,both,time,servic,right,point,quick,effici,despit,busi,friendli,waituntilifinishmysentencesensit,good,recommend,food,correct,wrong,told,previous,the,two,dish,ive,special,salmon,jumbo,lump,crab,meat,It,expertli,cook,great,flavor,good,portion,size,overal,win,dish,Di,mare,amant,dish,shrimp,scallop,white,clam,sauc,capellini,noodl,their,menu,spell,two,ps,cappellini,both,great,Id,you,know,part,review,rate,base,exactli,place,upscal,place,mostli,busi,clientel,bring,custom,conveni,locat,lunch,In,restaur,less,food,court,be,surround,chines,joint,mexican,burrito,place,philli,chees,steak,place,while,I,think,would,solid,bet,dinner,well,that,I,see,place,posit,I,wouldnt,take,date,friday,saturday,night,there,excit,place,offer,adventur,fare,thi,8,lunch,thing,price,1216,includ,bread,their,price,well,justifi,qualiti,food,for,lunch,Id,go,back,place,heartbeat",Positive,0
411,"locat,5th,avenu,place,downtown,cafe,amant,definit,serv,purpos,sit,eateri,true,sit,restaur,build,it,noth,special,the,good,good,servic,okay,well,it,kind,noth,everi,special,chang,I,hate,call,regular,that,truli,If,your,go,lunch,look,spend,10,buck,per,meal,that,includ,beverag,It,could,consid,pricey,depend,lunchtim,budget,Im,fan,chicken,parmigiana,they,also,nice,chop,salad,plu,free,breadwork,roll,make,everyth,better,right,I,dont,see,chang,way,anytim,soon,busi,travel,place,keep,pretti,steadi,whi,chang,what,broken,probabl,theyr,think,howev,I,realli,think,outdat,decor,could,realli,go,but,boss,man,pay,I,complain",Negative,1
412,"Hi,everyon,1,the,dessert,made,qualiti,ingredi,price,gone,read,rest,review,I,assur,back,also,server,wonder,2,the,store,mess,worn,tatter,seat,cover,dirti,tabl,dirti,carpet,3,the,washroom,unsanitari,health,scare,urin,matter,wall,stall,dirti,toilet,the,dirtiest,floor,I,ever,seen,life,mildew,tile,around,sink,gross,smell,blend,togeth,4,the,owner,staff,embarrass,state,locat,allow,patron,endur,nasti,unhealthi,unsanitari,condit,5,We,never,go,I,encourag,think,twice,If,concern,forward,face,aspect,caff,imagin,behind,scene",Negative,1
413,"It,second,time,come,cafe,demetr,greek,town,bunch,friend,even,though,big,groupth,servic,food,absolut,amaz,total,recommend,place,peopl,want,good,time,enjoy,great,dessert",Positive,0
414,"freakin,ridicul,came,quick,snack,storm,outsid,hurrican,like,wind,halfway,storm,debit,machin,wasnt,work,time,pay,manag,liter,told,us,walk,street,middl,storm,go,get,cash,atm,leav,belong,dont,dine,dash,In,situat,like,lack,sooo,much,profession,I,tri,drive,bank,everi,street,close,caus,broken,tree,everi,street,end,drive,circl,multipl,branch,hit,face,glass,door,swung,open,hit,face,bet,ass,Im,piss,I,told,manag,I,dont,know,area,said,bank,right,street,lie,2,half,block,the,manag,wave,small,bill,sinc,fault,Im,never,come,back,the,manag,stupid,I,told,adventur,tri,go,bank,I,got,hurt,didnt,even,bother,apolog",Negative,1
415,"one,best,dessert,spot,ive,life,ive,tri,mani,dessert,spot,cafe,blew,away,select,amaz,qualiti,highli,recommend",Positive,0
416,"omg,cannot,believ,close,neighborhood,the,place,nice,server,wonder,and,plu,dessert,divin,I,love,cake,coffe,combo,order,decaf,co,late,night,want,tri,content,got,the,cake,dessert,tasti,pretti,gener,serv,My,new,favorit,dessert,place,danforth,and,oh,close,midnight",Positive,0
417,"realli,good,qualiti,food,big,portion,great,choic,celebr,get,togeth,the,shake,littl,expens,good,though",Positive,0
