,Review,Ratings,class
512,"horribl,had,second,thought,I,didnt,smell,smoke,meat,outsid,even,I,first,walk,should,listen,instinct",Negative,0
513,"tri,first,time,last,night,surprisingli,busi,7,pm,friday,night,might,best,locat,that,doesnt,matter,though,good,food,good,price,serv,good,size,the,fri,okra,good,authent,okra,one,would,find,back,southeast,state,the,staff,friendli,eager,answer,question,realli,cool,souvenir,cup,complimentari,ice,cream",Positive,1
514,"sauc,wayyyi,spici,much,pepper,burn,mouth,type,spici,pay,figur,would,get,bigger,portion,instead,get,tini,littl,portion,made,ask,driver,order,correct,that,small,portion,oh,well,guess,live,learn",Negative,0
515,"I,sum,one,word,gross,the,meat,cold,didnt,tast,like,barbecu,bean,can,bun,cold,hard,good,thing,I,groupon,pretti,much,free,never,go,back,also,manag,cough,hack,away,right,next,food,I,say,gross",Negative,0
516,"well,highli,anticip,barbecu,rib,place,extrem,disappoint,went,drivethrough,three,differ,occas,rib,tri,push,pull,pork,I,said,I,interest,rib,third,time,surprisingli,I,dont,know,I,went,backandforth,time,barbecu,sparerib,they,old,dri,flavor,need,drink,someth,take,terribl,tast,mouth,I,figur,I,wasnt,go,eat,I,would,give,dog,surpris,sat,two,day,dog,even,eat,either",Negative,0
517,"six,month,ago,I,would,rate,higher,the,meat,still,tasti,longer,goto,bbq,the,new,menu,combo,less,item,fri,item,disappoint,price,make,sitdown,establish,invit,On,hunt,new,favorit",Negative,0
518,"ripoff,If,like,rib,I,hope,well,A,full,slab,sorri,two,12,slab,2,side,drink,35,I,walk,but,I,didnt,they,ok,35,I,shall,never,return,If,want,great,rib,go,elsewher",Negative,0
519,"thi,first,time,horribl,horribl,custom,servic,I,get,order,doesnt,say,hi,eye,contact,what,want,So,thought,ok,bad,day,It,happensso,order,chop,away,throw,meat,floor,As,Im,watch,I,told,husband,let,go,take,order,leav,food,get,cashier,let,know,order,get,side,My,food,cold,time,sat,eat,Im,sit,husband,daughter,We,look,around,everyon,piss,My,husband,ask,cashier,turn,music,mayb,would,help,mood,place,I,go,recommend,anyon",Negative,0
520,"slowest,place,get,bbq,food,hell,I,went,630,7pm,roll,around,I,still,stand,line,710,came,around,I,said,forget,left,place,thi,place,urgenc,custom,did,I,mention,I,wasnt,one,left,2,group,3,left,place,well,If,want,wast,hour,line,place,I,would,recommend,place",Negative,0
521,"the,food,great,howev,I,chose,dicki,restaurantcom,gift,certif,meal,packag,howev,I,call,place,order,price,select,avail",Negative,0
522,"grow,dalla,behind,one,origin,dickey,bbq,pit,I,pleasantli,surpris,find,mesa,ive,gotten,know,staff,owner,feel,like,home,everi,time,go,My,husband,I,switch,order,time,they,daili,special,alway,hit,spot,cant,make,mind,the,big,yellow,cup,refil,tea,great,bbq,sauc,scrumptiou,especi,follow,free,soft,serv,ice,cream,yall,enjoy",Positive,1
523,"I,dont,know,corpor,restaur,franchis,either,case,particular,locat,pretti,bad,first,went,dinner,5,pm,wait,20,minut,get,order,counter,tell,us,brisket,wth,what,bbq,joint,run,brisket,5,pm,and,dont,sign,window,least,chalk,board,walk,tell,brisket,At,least,80,50,peopl,behind,want,brisket,omg,their,order,take,prep,system,design,3,stoog,3,peopl,tri,help,custom,tri,best,system,atroci,instead,use,product,line,system,person,tri,everyth,So,let,start,begin,you,order,plate,either,12,3,meat,let,say,want,2,meat,plate,pull,pork,smoke,turkey,So,guy,goe,warmer,take,pork,butt,turkey,breast,wrap,saran,wrap,He,pull,portion,pork,cut,slice,turkey,breast,wrap,unus,portion,back,put,back,warmer,now,next,custom,want,pull,pork,goe,back,warmer,take,newli,wrap,pork,butt,rewrap,15,second,ago,pull,saran,wrap,prep,portion,next,guy,wth,now,wear,food,server,glove,good,thing,but,take,scoop,side,littl,paper,cup,bean,cole,slaw,potato,salad,etc,etc,then,push,plate,girl,cash,regist,ring,He,goe,back,meat,prep,station,put,glove,now,girl,cash,regist,done,ring,goe,meat,prep,station,put,glove,help,next,person,line,orderlik,I,said,like,watch,3,stoog,action,meat,littl,smoke,flavor,rib,salti,dri,rub,flavor,bbq,sauc,thin,depth,flavor,side,pathet,coleslaw,similar,coleslaw,kfci,call,kind,coleslaw,grass,clip,lawnmowerchop,bit,cabbag,lousi,dress,bean,came,other,side,mehbut,waffl,fri,onion,string,OK,and,top,burnt,end,rib,tip,price,higher,averag,averag,food,imo,I,know,review,critic,yelper,know,good,place,bad",Negative,0
524,"I,got,three,meat,plate,meat,I,got,amaz,and,side,didnt,disappoint,If,bbq,I,would,hit,place,sure,qualiti,food,peopl,work,super,friendli,I,even,met,owner,tom,super,nice,I,defiantli,back,place,eat,famili,I,also,use,cater,offic,parti,month,great,experi",Positive,1
525,"there,food,usual,good,return,time,I,go,servic,get,wors,the,girl,cashier,doesnt,seem,like,I,hand,coupon,took,card,never,appli,coupon,after,get,card,back,walk,away,the,older,ladi,also,rude,she,ask,want,wait,someon,hand,us,food,sit,behind,counter,We,wont,return",Negative,0
526,"dont,get,wrong,enjoy,food,dickey,for,franchis,bbq,realli,good,dickey,wide,select,meat,side,dish,but,go,eat,dickey,self,favor,choos,differ,locat,weve,power,Rd,locat,sever,time,well,peopl,work,simpli,consist,rude,today,young,man,prepar,meat,He,would,look,us,behind,counter,wife,ask,order,said,without,look,ill,right,It,shame,tone,cant,heard,He,snotti,bother,I,get,everyon,bad,day,but,locat,alway,bad,day,the,food,still,good,go,readi,rude",Negative,0
527,"I,dickey,regular,the,food,serious,way,good,but,everi,time,I,come,locat,Im,disappoint,poor,servic,and,I,visit,locat,number,time,the,peopl,behind,counter,ineptthey,complet,incap,see,need,respond,appropri,I,brought,wife,first,dickey,experi,poor,decis,part,she,fan,bbq,begin,she,probabl,never,come,back,here,list,annoy,thing,happen,visit,1,We,wait,averag,size,line,much,longer,averag,amount,time,2,the,guy,behind,counter,screw,order,I,repeat,twice,repeat,back,3,I,order,side,jalapeño,bean,girl,fill,cup,halfway,4,the,tray,food,filthi,greasi,5,the,restaur,dire,need,clean,upkeepth,floor,disgust,trash,need,empti,drink,fountain,gross,bbq,sauc,station,need,wipe,tabl,clear,peopl,left,6,the,ice,cream,thing,wife,excit,7,you,might,think,mayb,shortstaf,nope,As,walk,door,I,happen,notic,one,employe,sit,duff,take,break,state,issu,went,unattend,thi,seem,problem,locat,whoever,owner,serious,need,reconsid,staf,decis,I,continu,go,dickey,avoid,locat,whenev,possibl,updat,41415,I,sent,person,messag,dickey,B,per,request,repli,It,3,week,I,heard,back,In,fair,I,back,dickey,locat,see,address,concern,list,but,review,stand,I,either,receiv,respons,I,go,back,locat,see,better",Negative,0
528,"the,servic,slowest,I,seen,they,seem,interest,chat,joke,serv,custom,We,wait,line,15,min,one,person,help,one,guest,slowli,time,despit,least,4,employe,behind,counter,We,walk,probabl,wont,choos,place,lunch,option,go,forward",Negative,0
529,"the,bean,bomb,My,picki,eater,okra,favorit,I,love,varieti,sauc,melt,mouth,along,ice,cold,sweet,tea",Positive,1
530,"the,reason,Im,give,place,2,star,fri,okra,bake,potato,casserol,the,meat,go,minut,I,saw,guy,scrape,bark,fat,request,wet,moist,brisket,the,pull,pork,weird,mix,dri,mushi,meat,the,rib,super,salti,good,but,servic,SO,slow,I,think,I,got,two,new,gray,hair,wait,pull,meat,want,needless,say,wont,go,back,If,I,want,good,bbq,I,appar,need,plane,ticket,home,south",Negative,0
531,"Be,readi,slowest,servic,world,the,food,good,effici,get,peopl,line,aw,It,like,2,week,ago,gave,benefit,doubtnopeth,guy,cut,meat,isnt,get,help,touch,everyth,around,kitchen,touch,meat,without,chang,glove,taylor,seem,manag,watch,huge,line,without,help,I,see,4,peopl,back,stand,circl,chat,I,watch,multipl,peopl,come,leav,wait,just,got,food,line,22,minut,3,other,order,front,the,owner,store,need,read,book,rave,fan",Negative,0
532,"My,son,introduc,restaur,tucson,oracl,locat,and,everyth,great,So,I,saw,one,mesa,I,knew,I,stop,I,across,street,panda,express,I,wish,I,stuck,first,choic,omg,thi,place,mess,minut,I,walk,I,went,saturday,around,1pm,there,crowd,long,line,It,group,3,order,special,I,wait,line,1520,minut,place,order,that,total,ridicul,I,order,2,meat,plate,beef,brisketspici,sausag,2,side,No,drink,includ,thi,joke,like,2,piec,meat,the,sausag,equal,half,sausag,slice,dont,even,get,start,suppos,slice,brisket,It,23,small,piec,crispi,burnt,dri,meat,I,guess,mine,skip,smoker,My,side,dish,thing,hot,I,get,piec,pecan,pie,295,My,total,meal,cost,16,bucksthi,I,order,think,would,lunch,leftov,dinner,wrong,the,portion,meat,small,I,ate,one,set,the,best,part,meal,fri,okra,pecan,pie,yea,ice,cream,free,It,pay,food,In,futur,I,want,bbq,I,make,drive,rudi,where,I,know,food,lip,smack,finger,lick,good,and,I,get,big,bang,buck,I,not,return,locat,mayb,tri,compens,custom,wait,small,drink,cooki,someth,it,part,custom,servic",Negative,0
533,"the,food,okay,servic,terribl,one,staff,member,actual,rude,us,My,girlfriend,ask,order,kid,meal,treat,though,tri,hold,restaur,gun,point,the,food,pretti,decent,fact,wait,front,line,one,even,acknowledg,us,10,minut,un,accept,then,acknowledg,rude,On,top,employe,fight,anoth,patron,complain,refund,thank,god,free,ice,cream,make,even,worst,experi,seem,littl,better",Negative,0
534,"the,food,decent,great,the,wait,long,peopl,walk,wait,15,minut,order,We,wait,20,minut,order,even,front,line,entir,time,tommi,one,rude,condescend,employe,ive,ever,encount,never,even,acknowledg,presenc,My,food,cold,fri,even,came,We,pretti,disappoint,wed,high,hope,bbq,place,the,two,redeem,qualiti,ambianc,due,fun,theme,decor,free,selfserv,ice,cream",Negative,0
535,"We,went,last,night,date,kid,I,impress,the,food,fast,absolut,delici,My,husband,drag,feet,go,comment,multipl,time,good,We,famili,pack,enough,famili,five,plu,enough,lunch,left,it,rare,get,two,meal,40,especi,go,the,restaur,clean,kid,friendli,I,also,realli,impress,owner,came,person,went,around,tabl,check,thing,I,love,treat,well,enjoy,great,dinner",Positive,1
536,"Im,texa,live,arizona,19,year,I,eat,dickey,30,year,ago,the,lone,star,state,thi,bbq,great,reput,I,stop,earli,dinner,around,430pm,tonight,the,place,clean,starter,I,order,2,meat,combo,opt,slice,brisket,jalapeño,cheddar,sausag,I,got,mac,chees,along,fri,okra,side,the,bbq,great,the,sausag,good,flavor,slice,brisket,lean,end,I,got,littl,three,bbq,sauc,sweet,spici,origin,the,mac,chees,delici,cook,fri,okra,order,great,call,consid,there,noth,wors,soggi,fri,okra,sit,long,the,dinner,come,pretti,good,roll,bbq,place,cri,loud,throw,23,slice,white,bread,side,call,day,great,texa,bbq,place,the,real,beef,I,place,pun,intend,I,opt,ice,water,instead,sodatea,given,8,ounc,plastic,dixi,cup,come,dont,way,I,didnt,order,water,cheap,I,order,water,I,didnt,want,addit,empti,calori,lose,small,water,cup,restaur,give,normal,size,even,larg,water,cup,right,thing,dickey,plastic,soda,cup,probabl,48,ounc,you,cant,eat,bbq,place,8,ounc,water,want,keep,get,refil,dont,repli,cost,thing,figur,Ok,enough,soap,box,the,free,soft,serv,ice,cream,end,nice,touch,the,staff,friendli,I,return,one,day,soon,hope,give,dickey,bbq,5,star,provid,theyv,fix,water,cup,thi,franchis,dickey,bbq,locat,own,marin,veteran,beat,heck,joe,bbq,Go,enjoy,dickey,lunch,dinner,today",Positive,1
537,"I,tri,groupon,I,met,sever,famili,member,total,3,groupon,the,place,dead,one,famili,went,saturday,afternoon,4,ish,custom,servic,exist,greet,cashier,busi,text,even,look,We,got,brisket,chicken,pull,pork,the,chicken,brisket,good,pork,dri,I,question,actual,cook,onsit,meat,pull,warmer,wrap,plastic,the,potato,salad,disgust,like,mash,potato,threw,left,stuff,the,waffl,fri,pretti,good,happen,fresh,plu,would,top,5,place,go,bbq",Negative,0
538,"the,peopl,work,rude,I,request,half,brisket,half,pull,pork,instead,1,meat,made,face,like,pain,rear,the,worker,unfriendli,gener,plu,place,skimp,meat,it,shame,meat,realli,tasti",Negative,0
539,"thi,place,amaz,tast,foodspeci,everi,day,consistantli,delici,the,fri,okra,terrificeveryth,great,includ,free,ice,cream",Positive,1
540,"I,could,see,place,inconsist,review,I,total,agre,low,high,review,for,exampl,I,think,realli,need,work,custom,servic,the,wait,horrend,sometim,especi,lunch,hour,and,seem,like,employe,dont,even,bother,rush,speed,everyth,work,time,plu,older,ladi,owner,helllaaa,stingi,food,they,measur,weigh,everi,singl,thing,Am,I,scienc,lab,I,mean,I,get,wanna,maxim,keep,food,portion,consist,but,restaur,start,weigh,food,item,realli,turn,As,upsid,place,the,food,decent,ok,got,pickl,free,soft,serv,ice,cream,ye,So,yea,Im,hesit,give,3,star",Negative,0
541,"terribl,I,realli,disappoint,place,I,didnt,go,high,expect,sinc,franchis,strip,mall,wors,expect,they,bake,potato,daili,special,limit,side,dish,alreadi,prepackag,meat,meh,noth,write,home,I,like,sauc,bust,like,hard,dri,roll,didnt,understand,meat,plate,includ,raw,onion,I,excit,anoth,food,option,near,I,dont,plan,return,If,want,chain,bbq,nearbi,go,famou,dave,If,want,great,local,bbq,nearbi,go,joe,If,want,overpr,mediocr,bbq,eat,here",Negative,0
542,"went,food,truck,lunch,the,pork,shrimp,dumpl,alright,also,took,bbq,pork,bun,almost,fill,bland,tast,food,look,like,pictur,menu,the,salad,leaf,boston,sweet,dress,I,would,recommend",Negative,0
543,"I,alway,take,assort,dimsum,packag,cuz,I,cant,pick,one,dimsum,liter,everi,dimsum,awesom,when,I,live,near,mcgill,I,use,go,twice,week,moreov,owner,kind,I,miss,truck,much",Positive,1
544,"juici,meati,delici,the,biggest,shrimp,siu,mai,ive,ever,seen,wonder,flavour,the,bbq,pork,bun,also,ridicul,good,meati,littl,fat,rariti,day,didnt,tri,bubbl,tea,friend,love,overal,5star",Positive,1
545,"My,second,time,dim,sum,truck,disappoint,I,order,shrimp,pork,dumpl,steam,pork,bun,mango,bubbl,tea,coco,perl,the,shrimp,pork,alright,larg,juici,serv,hot,serv,tray,salad,the,hot,salad,sweet,dress,disgust,time,I,got,back,offic,eat,the,pork,bun,hard,cold,I,couldnt,eat,the,coco,perl,I,love,much,first,time,I,chewi,they,nuke,micro,wave,serv,becam,hard,hard,almost,crumbl,I,couldnt,eat,total,disappoint,the,bubbl,tea,warm,ice,flavourless,It,colour,mango,bubbl,tea,wateri,realli,flavour,there,6,bubbl,tapico,pearl,drink,total,bummer,lunch,cost,20,I,feel,realli,rip",Negative,0
546,"definit,worth,price,one,reason,price,truck,delici,food,tri,best,seller,shrimp,pork,dumpl,incred,look,like,2,gigant,meatbal,amaz,food,price,highli,recommend,next,season",Positive,1
547,"As,someon,love,dim,sum,I,excit,I,came,across,food,truck,random,street,fair,paid,450,coupl,bite,coleslaw,salad,two,dumpl,although,I,wish,slightli,larger,serv,I,say,dumpl,spot,ON,perfect,portion,darn,delici",Positive,1
548,"bad,bad,bad,first,dont,carn,asada,second,serv,blain,taco,meat,flavor,they,charg,1175,2,taco,rice,bean,At,airport,goug,price,expect,but,extra,1,water,salsa,mad,experi,wors,I,never,eat,food,disgust",Negative,0
549,"horribledont,go,herezero,star,option,I,gracious,leav,1,star,the,overpr,dri,chicken,worst,food,I,ever,eaten,call,mexican,restaur,No,flavor,allit,like,threw,chicken,breast,grill,onion,pepper,cook,hour,cut,mix,dri,flavorless,rice,avoid,go,elsewher,the,best,part,leav,place",Negative,0
550,"I,believ,true,say,fli,safer,drive,with,advanc,aviat,technolog,I,even,faith,statement,true,but,strang,cosmic,roll,dice,I,dine,datg,get,plane,impact,terra,firma,travel,600,knot,I,would,absolut,posit,want,may,last,meal,hell,I,would,rather,take,chex,mix,packet,slop,I,take,certain,pride,live,la,vega,I,actual,proud,abil,get,million,visitor,sin,citi,fun,contribut,local,economi,It,heavi,heart,I,find,offer,come,go,away,unsecur,portion,mccarran,intern,airport,pig,slop,If,I,arriv,part,unknown,pass,individu,termin,offer,met,don,dine,altern,sad,sad,reflect,citi,offer,If,I,dine,love,one,prior,punch,somewher,els,countri,world,absolut,vulgar,could,last,meal,togeth,behind,facad,appear,tex,mex,mexican,style,restaur,lay,cafeteria,hell,after,perus,menu,anyth,latino,menu,question,want,safe,the,GF,head,town,I,decid,share,chicken,finger,fri,water,fluid,wash,charg,3,fountain,drink,plain,ole,price,gaug,the,chicken,finger,took,15,minut,serv,show,fri,bare,warm,while,wait,meal,I,watch,server,conduct,manner,befit,feder,govern,imagin,attitud,one,would,receiv,stand,line,social,secur,offic,better,yetimagin,tsa,serv,food,rude,condescend,I,watch,one,order,taker,talk,non,english,speak,travel,zero,compass,empathi,travel,attempt,understand,establish,menu,back,order,finger,surround,bread,similar,carbon,han,solo,encas,As,previous,mention,fri,suck,after,watch,patron,pluck,know,meal,make,funni,face,I,told,GF,stop,eat,I,want,marri,toilet,made,trip,across,countri,dear,mccarran,intern,airport,clark,counti,depart,aviat,We,better,don,alejandro,texan,grill,embarrass,commun,the,locat,prime,sure,could,better,repres,town,either,come,go,ditch,small,town,cafeteria,fell,someth,sparkli,wont,turn,gut,insid,you,probabl,make,even,money,busi,give,damn,serv,includ,manner,provid,In,end,I,earn,maverick,yelp,badg,though,cool,bad,consort,yelp,enter,the,mav,earn,go,grain,go,someplac,despit,poor,rate,sincer,paul,W",Negative,0
551,"warn,place,may,tempt,quick,bite,dont,come,serv,fish,chip,alreadi,turn,foul,smell,end,throw,entir,dish,away,wast,money",Negative,0
552,"thi,dine,experi,happen,5,year,ago,import,keep,mind,read,review,As,I,read,review,look,like,noth,chang,here,stori,I,time,kill,I,order,steak,egg,I,ask,steak,cook,medium,well,they,brought,rare,bleed,steak,I,ask,waitress,could,fix,issu,the,cook,obvious,irrit,request,cook,steak,black,burnt,tough,I,choke,steak,I,starv,I,paid,bill,walk,never,return,the,place,busi,airport,alway,get,enough,traffic,stay,afloat,My,advic,wouldb,patron,tri,avoid,place,cost,you,better,get,fast,food,surviv,peanut,serv,flight",Negative,0
553,"We,pop,flight,week,ago,We,hour,kill,decid,share,breakfast,burrito,It,actual,pretti,good,appli,liber,amount,hot,sauc,I,wasnt,fan,chip,dri,crispi,tast,like,salt,cardboard,My,favorit,part,meal,delici,bloodi,mari,ye,7am,your,airport,time,doesnt,matter,servic,friendli,effici,A,good,place,stop,bite,cocktail",Negative,0
554,"I,wouldnt,recommend,place,worst,enemi,It,would,wors,I,get,explos,diarrhea,airplan,case,I,might,reconsid,recommend,worst,enemi",Negative,0
555,"We,long,wait,airport,thi,avail,option,outsid,secur,gate,So,tri,the,food,ok,I,would,given,star,wasnt,extra,270,I,charg,salsa,nacho,I,order,addit,burrito,I,total,damag,day,2,person,32",Negative,0
556,"just,rate,prompt,say,meh,ive,experienc,better,there,isnt,lot,choic,sitdown,meal,outsid,termin,airport,Im,guess,that,reason,place,get,much,busi,the,price,higher,Id,expect,even,food,better,If,your,fli,Id,recommend,tri,one,restaur,near,gate,termin,If,your,come,wait,get,citi,hotel,eat,someth,around,If,your,hungri,place,bandaid,bullet,wound,A,small,bandaid",Negative,0
557,"be,first,trip,vega,first,food,experi,well,get,better,price,typic,1013,burger,fri,but,come,drink,they,goug,4,bottl,water,bottl,juic,cheaper,As,food,great,typic,frozen,burger,patti,season,greasi,curli,fri,crummi,veggi,burger,want,beer,itll,run,8,buck,bottl,bud",Negative,0
558,"thiev,Do,pay,credit,card,My,cowork,I,ate,one,day,husband,day,all,three,credit,card,number,stolen,fraudul,use,thi,restaur,common,denomin,three,us,unbeliev",Negative,0
559,"Im,tri,find,way,give,less,one,star,If,gordon,ramsey,ever,ate,place,hed,take,blow,torch,fire,everybodi,ive,better,food,dumpstersoutsid,taco,bell,serious,I,dont,expect,fast,food,airport,rival,someth,serv,iron,chef,peopl,pride,serv,the,employe,take,order,cant,follow,simpl,direct,like,chees,arent,greatest,mood,perhap,eat,food,next,time,Im,mccarran,airport,I,look,anywher,els",Negative,0
560,"how,mess,omelett,potato,thi,place,aw,food,My,friend,I,starv,cours,turn,first,food,place,could,find,airport,what,bust,they,complet,forgot,friend,order,wait,good,food,even,though,werent,mani,peopl,place,food,gross,I,order,denver,omelett,came,potato,biscuit,Im,usual,huge,fan,biscuit,one,everytim,I,tri,put,butter,complet,fell,apart,the,potato,funki,tast,smell,omelett,decent,part,meal,meh,not,even,huge,amount,tapatio,I,pour,onto,could,save,mediocr",Negative,0
561,"To,mean,middleag,shorthair,brunett,ladi,cashier,dont,put,anger,issu,custom,she,rude,one,point,said,youll,need,sign,credit,slip,maam,emphasi,maam,I,hate,ppl,say,maam,sarcast,As,food,I,order,fish,chip,It,cost,whop,1188,total,small,bit,catfish,overco,tough,overfri,bread,the,curli,fri,contrast,soggi,talk,yin,yang,cheech,chong",Negative,0
562,"it,quit,mexican,quit,tex,mex,what,cheap,qualiti,ground,beef,everyth,terribl,lack,flavor,deep,fri,galor,rice,bean,bland,salad,iceberg,chop,lettuc,vega,airport,yet,add,descent,food",Negative,0
563,"don,alejandro,use,bare,qualifi,3star,aok,type,place,eat,mccarran,airport,sitdown,place,server,take,order,look,like,sometim,past,year,ditch,slow,servic,favor,fastfood,style,order,system,menu,print,cash,regist,drink,fountain,soda,On,recent,trip,food,good,also,took,long,time,figur,enter,order,cash,regist,fumbl,around,when,final,enter,correclti,charg,two,order,took,anoth,10,minut,sort,peopl,line,behind,upset,My,recommend,touch,place,tenfoot,pole,it,gone,serious,downhil,bare,accept,restaur,price,10,12,rang,sandwich,subpar,fastfood,qualiti,I,would,rather,eat,major,fasttfood,place,avoid,cost",Negative,0
564,"I,suspect,anybodi,eat,limit,place,eat,outsid,secur,check,airport,thi,worst,restaur,ever,eaten,the,fish,chip,consist,greasi,bread,enclos,small,piec,fish,overcook,chip,even,french,fri,much,less,english,chip,potato,chip,half,wet,half,stale,I,assum,stale,somebodi,wet,hand,put,plate,It,ined,My,wife,stale,tuna,croissant,she,also,receiv,stale,potato,chip,half,wet,thi,restaur,cant,even,serv,stale,potato,chip,without,make,wors,total,wast,money,ined,deserv,zero,one",Negative,0
565,"I,dont,typic,post,review,yelp,howev,meal,bad,I,decid,go,way,post,warn,other,may,contempl,restaur,I,2,enchilada,combo,husband,burrito,also,order,chip,salsa,guacamol,1,soda,our,total,3200,meal,agre,food,tast,good,sit,right,stomach,flight,home,while,conveni,quick,meal,spot,I,wouldnt,recommend,eat,dont",Negative,0
566,"thi,breakfast,the,lunch,look,good,I,got,denver,omlet,A,littl,pricey,almost,12,omlet,biscut,mcdonald,type,deep,fri,hash,brown,So,salti,I,could,eat,littl,leav,wont,eat,breakfast,mayb,lunch,better",Negative,0
567,"wow,It,worth,give,tri,flight,I,two,hour,flight,departur,I,decid,look,place,lunch,I,seen,don,alejandro,texan,grill,mccarran,airport,termin,D,I,alway,felt,appear,bit,trashi,I,expect,food,servic,I,wrong,ladi,work,hard,pleas,custom,the,food,averag,accept,price,I,comment,hostess,though,look,lost,place,moment,gave,second,taught,veri,promptli,I,ask,politi,ladi,want,drink,I,paid,attent,server,group,ladi,noth,work,hard,pleas,custom,the,food,good,price,guacamol,outstand,beyond,expect,airport,restaur",Negative,0
568,"the,first,two,time,I,saw,alejandro,mccarran,airport,I,hurri,catch,flight,I,notic,line,place,time,aroma,good,later,CA,I,check,yelp,review,stellar,place,alway,seem,pack,final,I,got,enough,time,tri,food,I,agre,lower,grade,tone,review,it,good,smell,look,I,never,serv,chip,salsa,whole,visit,the,fajita,salti,like,cook,sea,water,it,sad,say,place,like,chili,friday,applebe,got,better,fajita,place,everi,waitresss,cook,immigr,hispan,onli,three,lousi,tortilla,came,order,steak,tough,molar,To,make,matter,wors,hair,salsa,the,whole,experi,made,wander,place,even,line,custom,first,two,time,I,seen,place,food,disappoint,I,guess,one,first,restaur,enter,airport,help,creat,allur,further,along,open,grill,aroma,seep,airport,walkway,not,mani,airport,establish,boast,open,grill,let,aroma,go,walkway,gener,mall,foodcourt,qualiti,come,mind,consid,airport,eateri,skip,place,dont,let,aroma,line,gringo,fool,tri,jose,cuervo,taquilera,instead,they,got,refresh,food,place,I,deduct,anoth,star,hair,salsa,serv,chip",Negative,0
569,"along,way,secur,checkpoint,travel,mccarran,airport,almost,alway,pass,littl,mexican,gem,restaur,it,usual,one,peopl,rush,hour,hard,miss,texan,southwest,rustic,exterior,servic,usual,quick,greet,seat,even,though,may,small,wait,time,510,minut,seat,vast,one,two,person,tabl,far,outweigh,group,size,one,understand,stop,travel,go,when,consid,airport,food,typic,bland,overpr,least,food,rel,edibl,good,hungri,day,A,lot,texmex,goodi,enchilada,flauta,variou,burrito,quesadilla,appet,sauc,juevo,ranchero,unfortun,that,deep,menu,goe,varieti,doesnt,seem,strong,point,price,get,littl,steep,consid,small,order,taquito,run,one,much,9,In,end,consid,altern,fast,food,joint,exist,virtual,major,airport,place,bad,place,settl,midafternoon,meal,texmex,snob,stay,away,go,flow",Negative,0
570,"when,your,nurs,hangov,dread,secur,line,isnt,bad,place,go,get,mental,prepar,ensu,chao,locat,right,get,secur,check,I,meat,carb,fill,don,skillet,chili,bean,smother,pepper,egg,chees,potato,It,hit,spot,better,yet,kill,temptat,order,food,plane,servic,quick,pleasant",Positive,1
571,"not,bad,airport,food,Of,cours,full,servic,restaur,enchilada,I,werent,bad,the,tortilla,didnt,seem,dri,wasnt,drench,much,sauc,I,abl,eat,entir,thing,plate,I,wasnt,sure,I,feel,slightli,buzz,drink,I,took,cab,airport,My,friend,order,chicken,quesadillayeah,never,It,look,like,shrede,chicken,cheesehmmm,delici,not",Positive,1
572,"been,mayb,4x,total,I,say,I,love,authent,korean,feel,food,ambienc,etc,despit,waiter,limit,english,abil,pork,potato,soup,good,altho,I,see,potato,last,time,I,visit,I,alway,order,spici,pork,stir,fri,side,rice,I,heard,chef,learn,skill,whilst,armi,I,like,owner,friendli,yelper,suggest,provid,side,dish,I,recal,minuscul,green,salad,side,I,went,sketchi,place,inde,coz,right,mac,worth,trip,regardless,hardship,find,park,space",Positive,1
573,"can,restaur,good,bad,time,thi,one,My,korean,bbq,pork,bulgogi,good,lot,tasti,meat,veggi,My,friend,mild,heat,level,squid,pork,dish,fluoresc,red,chili,ined,the,waitress,difficult,commun,would,neither,comp,dish,ask,remad,she,insist,paid,everi,penney,includ,tax,broken,handwritten,bill,As,left,I,told,chef,remad,dish,No,reaction",Negative,0
574,"fast,servic,I,love,food,I,order,washroom,smell,clean,look,weird,though,I,enjoy,meal,staff,realli,quick,understand,littl,english",Positive,1
575,"thi,place,hole,wall,good,way,first,let,say,I,rel,low,standard,fanci,set,I,friend,friend,slap,away,food,Im,tri,salvag,accord,five,second,rule,but,don,day,look,realli,run,insid,even,though,I,love,holesinthewal,place,stool,fall,apart,place,tini,cramp,way,I,bibimbap,alway,lack,lustr,It,kind,vegetarian,bibimbap,basic,rice,normal,side,dish,egg,speak,side,dish,none,anoth,big,con,korean,food,without,side,dish,My,friend,giant,ox,bone,soup,definit,meant,two,peopl,there,wasnt,lot,meat,bone,though,I,feel,like,your,mostli,get,broth,bone,I,dont,know,lot,valu,meat,Im,pretti,sure,that,realli,worth,If,your,downtown,look,korean,food,I,recommend,go,one,sever,option,chinatown,instead",Negative,0
576,"didnt,know,expect,go,welcom,friendli,staff,I,immedi,put,eas,the,food,delici,server,constantli,refil,tea,the,neg,cramp,uncomfort,seat",Positive,1
577,"veri,bad,servic,We,went,korean,restaur,tonight,order,larg,pot,ladi,open,ga,cooker,ga,explos,burn,the,fire,close,face,nobodi,hurt,luckili,they,didnt,apolog,us,ignor,us,wait,besid,least,5,min,serv,anoth,new,group,peopl,came,seem,forgot,us,thi,restaur,danger,chair,unstabl,ga,cooker,easi,explos,burn,import,waiter,didnt,know,oper,ga,cooker,right,way,We,wont,come",Negative,0
